Idempresa,N_Sucursal,Codigoct,Idtransformador,Idalimentador,Cantusubt,Tipoinstalacion,Nro de circuito,Resultado Circuito,Codigo,N_Ubicacio,Potencia,Marca,Chapa,Q_Usuarios,N_Localida,Expr1016,Nro_EPRE,Resultado,P o G,Alimentador,N_Alimenta,Tipo_Alimentador,Nro de medicion,Coord_X,Coord_Y
E,GENERAL ROCA,C065,1.0,SC065-1,8,M,1.0,Sin medir,C065,"CH.280 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,4697.0,8.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,,,-,,PARQUE INDUSTRIAL 1,,-1,-67.486297999347,-39.068798993578
E,GENERAL ROCA,C066,1.0,SC066-1,1,M,1.0,Sin medir,C066,"CH.288 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",100.0,NED,4601.0,9.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,,,-,,PARQUE INDUSTRIAL 1,,-1,-67.469444974625,-39.045251991077
E,GENERAL ROCA,C066,1.0,SC066-2,5,M,2.0,Sin medir,C066,"CH.288 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",100.0,NED,4601.0,9.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,,,-,,PARQUE INDUSTRIAL 1,,-1,-67.469444974625,-39.045251991077
E,GENERAL ROCA,C067,1.0,SC067-1,20,M,1.0,Penalizado,C067,"CH.289 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,5428.0,17.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0671G0,Correcta,G,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Rural,0,-67.470396014797,-39.049823015595
E,GENERAL ROCA,C067,1.0,SC067-1,20,M,1.0,Penalizado,C067,"CH.289 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,5428.0,17.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0671P2,Correcta,P,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Rural,2,-67.470396014797,-39.049823015595
E,GENERAL ROCA,C067,1.0,SC067-1,20,M,1.0,Penalizado,C067,"CH.289 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,5428.0,17.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0671G2,Correcta,G,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Rural,2,-67.470396014797,-39.049823015595
E,GENERAL ROCA,C067,1.0,SC067-1,20,M,1.0,Penalizado,C067,"CH.289 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,5428.0,17.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0671G1,Correcta,G,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Rural,1,-67.470396014797,-39.049823015595
E,GENERAL ROCA,C067,1.0,SC067-1,20,M,1.0,Penalizado,C067,"CH.289 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,5428.0,17.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0671P0,Penalizada,P,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Rural,0,-67.470396014797,-39.049823015595
E,GENERAL ROCA,C067,1.0,SC067-1,20,M,1.0,Penalizado,C067,"CH.289 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,5428.0,17.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0671P1,Penalizada,P,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Rural,1,-67.470396014797,-39.049823015595
E,GENERAL ROCA,C068,1.0,SC068-1,2,M,1.0,Fallido,C068,"CH.317 LADO SUR-ESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,4445.0,2.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0681P1,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.403554994869,-39.057603014448
E,GENERAL ROCA,C068,1.0,SC068-1,2,M,1.0,Fallido,C068,"CH.317 LADO SUR-ESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,4445.0,2.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0681P0,Fallida,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.403554994869,-39.057603014448
E,GENERAL ROCA,C069,1.0,SC069-1,6,M,1.0,Sin medir,C069,"CH.300 LADO ESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,685.0,7.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,,,-,,PARQUE INDUSTRIAL 1,,-1,-67.435708026375,-39.054087964856
E,GENERAL ROCA,C070,1.0,SC070-1,0,M,1.0,Sin medir,C070,"CH.299 LADO ESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",5.0,NED,686.0,0.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,,,-,,PARQUE INDUSTRIAL 2,,-1,-67.433931972383,-39.045446001817
E,GENERAL ROCA,C071,1.0,SC071-1,14,M,1.0,Sin medir,C071,"CH.313 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,8335.0,13.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,,,-,,PARQUE INDUSTRIAL 1,,-1,-67.420143027033,-39.064872989795
E,GENERAL ROCA,C073,1.0,SC073-1,182,M,1.0,Sin medir,C073,"Del Libertador y Rio Negro 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5336.0,259.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,,,-,,PARQUE INDUSTRIAL 2,,-1,-67.557184018121,-39.018470023835
E,GENERAL ROCA,C073,1.0,SC073-2,73,M,2.0,Penalizado,C073,"Del Libertador y Rio Negro 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5336.0,259.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0732P0,Fallida,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.557184018121,-39.018470023835
E,GENERAL ROCA,C073,1.0,SC073-2,73,M,2.0,Penalizado,C073,"Del Libertador y Rio Negro 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5336.0,259.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0732G1,Correcta,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.557184018121,-39.018470023835
E,GENERAL ROCA,C073,1.0,SC073-2,73,M,2.0,Penalizado,C073,"Del Libertador y Rio Negro 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5336.0,259.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0732G0,Penalizada,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.557184018121,-39.018470023835
E,GENERAL ROCA,C073,1.0,SC073-2,73,M,2.0,Penalizado,C073,"Del Libertador y Rio Negro 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5336.0,259.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0732P1,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.557184018121,-39.018470023835
E,GENERAL ROCA,C074,1.0,SC074-1,98,M,1.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0741G0,Penalizada,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-1,98,M,1.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0741P1,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-1,98,M,1.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0741P0,Fallida,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-1,98,M,1.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0741G1,Correcta,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742P1,Fallida,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742G0,Correcta,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742G1,Correcta,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742P2,Penalizada,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,2,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742G2,Correcta,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,2,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742G3,Penalizada,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,3,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742P0,Penalizada,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C074,1.0,SC074-2,59,M,2.0,Penalizado,C074,"2° ENT.Y 25 DE MAYO 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",315.0,NED,5820.0,181.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0742P3,Penalizada,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,3,-67.38653806531,-39.053164235233
E,GENERAL ROCA,C076,1.0,SC076-1,3,M,1.0,Penalizado,C076,"CH.328 LADO SUR 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,7042.0,3.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0761P1,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.380750028709,-39.060347983584
E,GENERAL ROCA,C076,1.0,SC076-1,3,M,1.0,Penalizado,C076,"CH.328 LADO SUR 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,7042.0,3.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0761P0,Penalizada,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.380750028709,-39.060347983584
E,GENERAL ROCA,C077,1.0,SC077-1,3,M,1.0,Penalizado,C077,"CH.324 LADO SUR 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",25.0,NED,4945.0,3.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0771P0,Penalizada,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.393772856186,-39.059200354253
E,GENERAL ROCA,C077,1.0,SC077-1,3,M,1.0,Penalizado,C077,"CH.324 LADO SUR 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",25.0,NED,4945.0,3.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0771P1,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.393772856186,-39.059200354253
E,GENERAL ROCA,C078,1.0,SC078-1,1,M,1.0,Sin medir,C078,"CH.335 LADO SUR-ESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,7058.0,1.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,,,-,,PARQUE INDUSTRIAL 2,,-1,-67.368177978745,-39.061861007453
E,GENERAL ROCA,C079,1.0,SC079-1,7,M,1.0,Sin medir,C079,"CH.141 LADO NORTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,5538.0,7.0,GRAL. ROCA,PASO_CORDOBA,,,-,,PASO_CORDOBA,,-1,-67.693849988667,-39.019691037843
E,GENERAL ROCA,C081,1.0,SC081-1,6,M,1.0,Penalizado,C081,"CH.300 LADO SUR 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,3045.0,6.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0811G0,Fallida,G,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Urbano,0,-67.442085963543,-39.06226599914
E,GENERAL ROCA,C081,1.0,SC081-1,6,M,1.0,Penalizado,C081,"CH.300 LADO SUR 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",63.0,NED,3045.0,6.0,GRAL. ROCA,PARQUE INDUSTRIAL 1,C0811P0,Penalizada,P,PARQUE INDUSTRIAL 1,PARQUE INDUSTRIAL 1,Urbano,0,-67.442085963543,-39.06226599914
E,GENERAL ROCA,C082,1.0,SC082-1,4,M,1.0,Correcto,C082,"CH.338 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",10.0,NED,4475.0,4.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0821P0,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.366935987882,-39.071171994132
E,GENERAL ROCA,C083,1.0,SC083-1,8,M,1.0,Penalizado,C083,"CH.333 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,8252.0,5.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0831G0,Penalizada,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.373113004384,-39.043153036426
E,GENERAL ROCA,C083,1.0,SC083-1,8,M,1.0,Penalizado,C083,"CH.333 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,8252.0,5.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0831P1,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.373113004384,-39.043153036426
E,GENERAL ROCA,C083,1.0,SC083-1,8,M,1.0,Penalizado,C083,"CH.333 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,8252.0,5.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0831P0,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.373113004384,-39.043153036426
E,GENERAL ROCA,C083,1.0,SC083-1,8,M,1.0,Penalizado,C083,"CH.333 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,8252.0,5.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0831G1,Fallida,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,1,-67.373113004384,-39.043153036426
E,GENERAL ROCA,C083,1.0,SC083-1,8,M,1.0,Penalizado,C083,"CH.333 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,8252.0,5.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0831P2,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,2,-67.373113004384,-39.043153036426
E,GENERAL ROCA,C083,1.0,SC083-1,8,M,1.0,Penalizado,C083,"CH.333 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",40.0,NED,8252.0,5.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0831G2,Correcta,G,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,2,-67.373113004384,-39.043153036426
E,GENERAL ROCA,C084,1.0,SC084-1,2,M,1.0,Correcto,C084,"CH.330 LADO SUROESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",75.0,NED,4264.0,2.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0841P0,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.383462692973,-39.041972154664
E,GENERAL ROCA,C086,1.0,SC086-1,5,M,1.0,Correcto,C086,"CH.287 LADO SUR 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",25.0,NED,2630.0,5.0,GRAL. ROCA,PARQUE INDUSTRIAL 2,C0861P0,Correcta,P,PARQUE INDUSTRIAL 2,PARQUE INDUSTRIAL 2,Urbano,0,-67.464956021098,-39.041117987599
E,GENERAL ROCA,C087,1.0,SC087-1,152,M,1.0,Penalizado,C087,"CH.184 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,7313.0,150.0,GRAL. ROCA,PASO_CORDOBA,C0871P0,Penalizada,P,PASO_CORDOBA,PASO_CORDOBA,Urbano,0,-67.640628990157,-39.0514880069
E,GENERAL ROCA,C087,1.0,SC087-1,152,M,1.0,Penalizado,C087,"CH.184 LADO OESTE 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,7313.0,150.0,GRAL. ROCA,PASO_CORDOBA,C0871G0,Penalizada,G,PASO_CORDOBA,PASO_CORDOBA,Urbano,0,-67.640628990157,-39.0514880069
E,GENERAL ROCA,C088,1.0,SC088-1,168,M,1.0,Penalizado,C088,"MITRE Y MENDOZA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,6878.0,657.0,GRAL. ROCA,MITRE,C0881P0,Penalizada,P,MITRE,MITRE,URBANO,0,-67.564061982677,-39.028859994595
E,GENERAL ROCA,C088,1.0,SC088-1,168,M,1.0,Penalizado,C088,"MITRE Y MENDOZA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,6878.0,657.0,GRAL. ROCA,MITRE,C0881G0,Fallida,G,MITRE,MITRE,URBANO,0,-67.564061982677,-39.028859994595
E,GENERAL ROCA,C088,1.0,SC088-2,90,M,2.0,Penalizado,C088,"MITRE Y MENDOZA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,6878.0,657.0,GRAL. ROCA,MITRE,C0882P0,Correcta,P,MITRE,MITRE,Urbano,0,-67.564061982677,-39.028859994595
E,GENERAL ROCA,C088,1.0,SC088-2,90,M,2.0,Penalizado,C088,"MITRE Y MENDOZA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,6878.0,657.0,GRAL. ROCA,MITRE,C0882G0,Penalizada,G,MITRE,MITRE,Urbano,0,-67.564061982677,-39.028859994595
E,GENERAL ROCA,C088,1.0,SC088-3,355,M,3.0,Sin medir,C088,"MITRE Y MENDOZA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,6878.0,657.0,GRAL. ROCA,MITRE,,,-,,MITRE,,-1,-67.564061982677,-39.028859994595
E,GENERAL ROCA,C088,1.0,SC088-5,55,M,5.0,Sin medir,C088,"MITRE Y MENDOZA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",630.0,NED,6878.0,657.0,GRAL. ROCA,MITRE,,,-,,MITRE,,-1,-67.564061982677,-39.028859994595
E,GENERAL ROCA,C089,1.0,SC089-1,333,M,1.0,Sin medir,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,,,-,,FLOR DEL VALLE,,-1,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-2,148,M,2.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0892P0,Penalizada,P,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,0,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-2,148,M,2.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0892G0,Penalizada,G,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,0,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-3,167,M,3.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0893P0,Penalizada,P,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,0,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-3,167,M,3.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0893G2,Correcta,G,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,2,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-3,167,M,3.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0893P1,Correcta,P,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,1,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-3,167,M,3.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0893G0,Penalizada,G,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,0,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-3,167,M,3.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0893P2,Correcta,P,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,2,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C089,1.0,SC089-3,167,M,3.0,Penalizado,C089,"D.BOSCO Y ALSINA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",500.0,NED,5689.0,632.0,GRAL. ROCA,FLOR DEL VALLE,C0893G1,Penalizada,G,FLOR DEL VALLE,FLOR DEL VALLE,Urbano,1,-67.581364530138,-39.033718748201
E,GENERAL ROCA,C090,1.0,SC090-1,58,M,1.0,Correcto,C090,"GELONCH Y CORDOBA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,2162.0,166.0,GRAL. ROCA,STEFENELLI,C0901P0,Correcta,P,STEFENELLI,STEFENELLI,Urbano,0,-67.56510297445,-39.023317999067
E,GENERAL ROCA,C090,1.0,SC090-1,58,M,1.0,Correcto,C090,"GELONCH Y CORDOBA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,2162.0,166.0,GRAL. ROCA,STEFENELLI,C0901G0,Correcta,G,STEFENELLI,STEFENELLI,Urbano,0,-67.56510297445,-39.023317999067
E,GENERAL ROCA,C090,1.0,SC090-2,102,M,2.0,Fallido,C090,"GELONCH Y CORDOBA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,2162.0,166.0,GRAL. ROCA,STEFENELLI,C0902G1,Correcta,G,STEFENELLI,STEFENELLI,Urbano,1,-67.56510297445,-39.023317999067
E,GENERAL ROCA,C090,1.0,SC090-2,102,M,2.0,Fallido,C090,"GELONCH Y CORDOBA 0 (GRAL. ROCA - GENERAL ROCA, RIO NEGRO-RIO NEGRO)",160.0,NED,2162.0,166.0,GRAL. ROCA,STEFENELLI,C0902G0,Fallida,G,STEFENELLI,STEFENELLI,Urbano,0,-67.56510297445,-39.023317999067
